Run,Program Version,User,Time Started (UTC),Time Finished (UTC),Minutes Spent,Position,Points,How involved in AI alignment are you? Please select all that apply. (6kkcmyw),Which of the following resources have you used to understand AI alignment research? (nwudv6g),resources,verbal_rating_scale,prob_rating_scale,How involved in AI alignment are you? Please select all that apply. (g4mdi50),involvement,"For how many years have you been interested in AI alignment research? Please enter an integer, rounded to the nearest year. (bu4zyb5)",category,Which of the following resources have you spent more than 30 minutes engaging with? (t0y9zda),"Overall, how useful have you found {resource}? (okdtv5m)",resource,"How likely would you be to recommend {resource} as an AI alignment resource to a friend getting into AI alignment, who hadn't already read widely in the space? (xf22i7s)",How likely would you be to recommend {resource} as an AI alignment resource to a friend who is paid to do AI alignment research? (b51q4lo),"If you'd like to go into detail about your answers about {resource}, you can do so here. (83afusr)","Please specify which researchers you're thinking of. Also, if you'd like to go into detail about your answers about {resource}, you can do so here. (bj70ff1)",Is there anything else you'd like to tell us? (bty6mmy),Where did you hear about this survey? (auqgbpq),"For how many years have you been paid to work on technical AI alignment research? Please enter an integer, rounded to the nearest year. (ub5lnfb)",fbclid
7402110,43,,2022-06-03 17:25:27,,1463.95,now6hjo,0,,,"[""The Alignment Problem (book)"",""the 80,000 Hours podcast"",""Human Compatible (book)"",""Superintelligence (book)""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career""]",2,I am trying to move into a technical AI alignment career,"The Alignment Problem (book),the 80,000 Hours podcast,Human Compatible (book),Superintelligence (book)",4 | 3,Human Compatible (book),4 | 3,1 | 0,"I feel like anyone paid to do alignment research would already have read the book | 80k podcast isn’t only alignment-focused, so it’s not that applicable to professionals",,,,,
7402111,43,,2022-06-03 17:25:28,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7409803,43,yrmasik,2022-06-06 15:17:21,,0.55,u166gt1,0,,,,,,I am trying to move into a technical AI alignment career,"[""I am trying to move into a technical AI alignment career""]",,,,,,,,,,,,,
7410138,43,,2022-06-06 17:17:14,,0.08,u166gt1,0,,,,,,I spend some of my time doing AI alignment field/community-building,"[""I spend some of my time doing AI alignment field/community-building""]",,,,,,,,,,,,,
7410184,43,,2022-06-06 17:32:41,2022-06-06 17:45:28,12.77,t6togir,0,,,"[""Concrete Problems in AI Safety by Amodei et al"",""AGI Safety Fundamentals Course"",""AI Safety Camp"",""the AI Alignment Newsletter"",""the Value Learning sequence on the Alignment Forum"",""Human Compatible (book)"",""the FLI podcast"",""Superintelligence (book)"",""the Embedded Agency sequence on the Alignment Forum"",""conversations with AI alignment researchers at conferences"",""the Iterated Amplification sequence on the Alignment Forum"",""talks by AI alignment researchers"",""the annual AI Alignment Literature Review and Charity Comparison"",""The Alignment Problem (book)"",""the 80,000 Hours podcast""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time solving technical problems related to AI alignment,I spend some of my time doing AI alignment field/community-building,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time doing AI alignment field/community-building"",""I spend some of my time facilitating technical AI alignment research in ways other than doing it directly""]",4,I spend some of my time facilitating technical AI alignment research in ways other than doing it directly,"Concrete Problems in AI Safety by Amodei et al,AGI Safety Fundamentals Course,AI Safety Camp,the AI Alignment Newsletter,the Value Learning sequence on the Alignment Forum,Human Compatible (book),the FLI podcast,Superintelligence (book),the Embedded Agency sequence on the Alignment Forum,conversations with AI alignment researchers at conferences,the Iterated Amplification sequence on the Alignment Forum,talks by AI alignment researchers,the annual AI Alignment Literature Review and Charity Comparison,The Alignment Problem (book),the 80,000 Hours podcast",3 | 2 | 3 | 1 | 2 | 2 | 2 | 1 | 2 | 4 | 2 | 3 | 3 | 3 | 4,"the 80,000 Hours podcast",4 | 3 | 0 | 1 | 3 | 4 | 2 | 1 | 2 | 1 | 1 | 2 | 0 | 4 | 4,2 | 2 | 3 | 3 | 1 | 2 | 2 | 1 | 3 | 4 | 2 | 4 | 3 | 3 | 3,"It's very concrete and easy to understand to people new to the area or who have never heard of it, but it is also something people will probably know if they have worked on AIS already. |  |  |  |  |  |  |  |  |  |  |  | ", | ,"","",,
7410218,43,,2022-06-06 17:44:05,,1.03,8d2bvx6,0,,,"[""Concrete Problems in AI Safety by Amodei et al"",""the Embedded Agency sequence on the Alignment Forum"",""conversations with AI alignment researchers at conferences"",""talks by AI alignment researchers"",""the Iterated Amplification sequence on the Alignment Forum"",""The Alignment Problem (book)"",""Superintelligence (book)"",""AGI Safety Fundamentals Course"",""the FLI podcast"",""the 80,000 Hours podcast"",""Rob Miles videos""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I spend some of my time doing AI alignment field/community-building","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I spend some of my time doing AI alignment field/community-building""]",3,I spend some of my time doing AI alignment field/community-building,"Concrete Problems in AI Safety by Amodei et al,the Embedded Agency sequence on the Alignment Forum,conversations with AI alignment researchers at conferences,talks by AI alignment researchers,the Iterated Amplification sequence on the Alignment Forum,The Alignment Problem (book),Superintelligence (book),AGI Safety Fundamentals Course,the FLI podcast,the 80,000 Hours podcast,Rob Miles videos",,,,,,,,,,
7410254,43,,2022-06-06 17:54:43,,0.37,4t3j1q5,0,,,,,,,,,,,,,,,,,,,,
7410262,43,,2022-06-06 17:57:34,2022-06-06 18:07:47,10.22,t6togir,0,,,"[""talks by AI alignment researchers"",""The Alignment Problem (book)"",""Human Compatible (book)"",""Concrete Problems in AI Safety by Amodei et al"",""the 80,000 Hours podcast"",""AXRP - the AI X-risk Research Podcast"",""Rob Miles videos"",""conversations with AI alignment researchers at conferences"",""the Iterated Amplification sequence on the Alignment Forum"",""Superintelligence (book)"",""the AI Alignment Newsletter"",""AGI Safety Fundamentals Course""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time solving technical problems related to AI alignment,I spend some of my time doing AI alignment field/community-building,I am paid to work on technical AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time solving technical problems related to AI alignment"",""I spend some of my time doing AI alignment field/community-building"",""I am paid to work on technical AI alignment research""]",0,I am paid to work on technical AI alignment research,"conversations with AI alignment researchers at conferences,the Embedded Agency sequence on the Alignment Forum,AXRP - the AI X-risk Research Podcast,talks by AI alignment researchers,The Alignment Problem (book),Superintelligence (book),Human Compatible (book),the 80,000 Hours podcast,the AI Alignment Newsletter,Rob Miles videos,the Iterated Amplification sequence on the Alignment Forum,Concrete Problems in AI Safety by Amodei et al,AGI Safety Fundamentals Course | talks by AI alignment researchers,The Alignment Problem (book),Human Compatible (book),Concrete Problems in AI Safety by Amodei et al,the 80,000 Hours podcast,AXRP - the AI X-risk Research Podcast,Rob Miles videos,conversations with AI alignment researchers at conferences,the Iterated Amplification sequence on the Alignment Forum,Superintelligence (book),the AI Alignment Newsletter,AGI Safety Fundamentals Course",4 | 4 | 2 | 3 | 3 | 3 | 2 | 3 | 4 | 2 | 2 | 3 | 4,AGI Safety Fundamentals Course,4 | 4 | 3 | 3 | 3 | 4 | 3 | 4 | 1 | 2 | 2 | 3 | 4,4 | 4 | 2 | 2 | 3 | 3 | 4 | 1 | 4 | 3 | 0 | 1 | 1," |  |  |  |  |  |  |  | I think everyone probably knows about it already.
Is a shame there is not much activity recently | ","Evan Hubinger
Vivek Hebbar
Lucius Bushnaq
Buck Schlegeris | Evan Hubinger
Vivek Hebbar
Lucius Bushnaq
Buck Schlegeris | ","",EA Ireland whatsapp,0,
7410267,43,,2022-06-06 17:58:38,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7410294,43,,2022-06-06 18:08:52,2022-06-06 18:12:01,3.13,t6togir,0,,,"[""conversations with AI alignment researchers at conferences"",""Concrete Problems in AI Safety by Amodei et al"",""talks by AI alignment researchers"",""AGI Safety Fundamentals Course"",""the 80,000 Hours podcast"",""the ML Safety newsletter"",""the Iterated Amplification sequence on the Alignment Forum"",""the Embedded Agency sequence on the Alignment Forum"",""the AI Alignment Newsletter"",""the annual AI Alignment Literature Review and Charity Comparison""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research,I am trying to move into a technical AI alignment career,I spend some of my time solving technical problems related to AI alignment","[""I have heard of AI alignment"",""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career"",""I spend some of my time solving technical problems related to AI alignment""]",2,I spend some of my time solving technical problems related to AI alignment,"conversations with AI alignment researchers at conferences,Concrete Problems in AI Safety by Amodei et al,talks by AI alignment researchers,AGI Safety Fundamentals Course,the 80,000 Hours podcast,the ML Safety newsletter,the Iterated Amplification sequence on the Alignment Forum,the Embedded Agency sequence on the Alignment Forum,the AI Alignment Newsletter,the annual AI Alignment Literature Review and Charity Comparison",4 | 2 | 1 | 3 | 1 | 2 | 2 | 1 | 1 | 0,the annual AI Alignment Literature Review and Charity Comparison,4 | 3 | 1 | 4 | 0 | 2 | 2 | 0 | 1 | 0,4 | 1 | 0 | 1 | 0 | 2 | 1 | 0 | 1 | 0, |  |  |  |  |  |  | , | ,"",Twitter,,
7410322,43,,2022-06-06 18:16:01,2022-06-06 18:18:08,2.12,t6togir,0,,,"[""the 80,000 Hours podcast"",""Superintelligence (book)"",""Rob Miles videos""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I have heard of AI alignment,I am interested in AI alignment research","[""I have heard of AI alignment"",""I am interested in AI alignment research""]",4,I am interested in AI alignment research,"the 80,000 Hours podcast,Superintelligence (book),Rob Miles videos",2 | 2 | 2,Rob Miles videos,2 | 2 | 4,0 | 0 | 1, |  | ,,"","",,
7410325,43,,2022-06-06 18:16:19,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7410334,43,,2022-06-06 18:19:18,2022-06-06 18:25:57,6.65,t6togir,0,,,"[""the annual AI Alignment Literature Review and Charity Comparison"",""Concrete Problems in AI Safety by Amodei et al"",""AGI Safety Fundamentals Course"",""Rob Miles videos"",""the 80,000 Hours podcast"",""the AI Alignment Newsletter""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I am interested in AI alignment research,I am trying to move into a technical AI alignment career","[""I am interested in AI alignment research"",""I am trying to move into a technical AI alignment career""]",1,I am trying to move into a technical AI alignment career,"the annual AI Alignment Literature Review and Charity Comparison,Concrete Problems in AI Safety by Amodei et al,AGI Safety Fundamentals Course,Rob Miles videos,the 80,000 Hours podcast,the AI Alignment Newsletter",4 | 2 | 4 | 3 | 2 | 4,the AI Alignment Newsletter,0 | 4 | 4 | 4 | 2 | 2,3 | 2 | 3 | 0 | 2 | 4, |  |  |  |  | ,,"",Twitter,,
7410342,43,,2022-06-06 18:21:09,,0.00,eb2kjj8,0,,,,,,,,,,,,,,,,,,,,
7410378,43,,2022-06-06 21:15:54,2022-06-07 00:15:48,179.90,t6togir,0,,,"[""Superintelligence (book)"",""the annual AI Alignment Literature Review and Charity Comparison"",""The Alignment Problem (book)"",""conversations with AI alignment researchers at conferences"",""Human Compatible (book)"",""talks by AI alignment researchers"",""Concrete Problems in AI Safety by Amodei et al"",""the 80,000 Hours podcast"",""the AI Alignment Newsletter""]","[[""Not at all"",0],[""A little"",1],[""Moderately"",2],[""Very"",3],[""Extremely"",4]]","[[""0-20%"",0],[""20-40%"",1],[""40-60%"",2],[""60-80%"",3],[""80-100%"",4]]","I am interested in AI alignment research,I spend some of my time doing AI alignment field/community-building","[""I am interested in AI alignment research"",""I spend some of my time doing AI alignment field/community-building""]",1,I spend some of my time doing AI alignment field/community-building,"Superintelligence (book),the annual AI Alignment Literature Review and Charity Comparison,The Alignment Problem (book),conversations with AI alignment researchers at conferences,Human Compatible (book),talks by AI alignment researchers,Concrete Problems in AI Safety by Amodei et al,the 80,000 Hours podcast,the AI Alignment Newsletter",1 | 2 | 3 | 3 | 2 | 3 | 2 | 2 | 3,the AI Alignment Newsletter,0 | 2 | 4 | 2 | 3 | 4 | 2 | 2 | 2,0 | 2 | 0 | 4 | 1 | 3 | 2 | 1 | 3,I think it's a good introduction to AI alignment for a very particular kind of person - maybe a maths student who likes philosophy? - but can be off-putting to others. |  |  |  |  |  | , | ,"","",,
